Age,Sex,Length,Diameter,Height,Weight,ShuckedWeight,VisceraWeight,ShellWeight
5,I,0.725,0.525,0.15,2.96252275,1.17650425,0.623689,0.9922325
10,I,0.9,0.6875,0.275,6.61960825,2.6932025,1.48834875,2.4097075
13,I,1.0625,0.8625,0.3125,12.0485375,4.53592,2.25378525,4.365823
7,I,0.825,0.625,0.2375,5.91087075,2.891649,1.11980525,1.474174
8,I,0.9,0.7,0.225,6.39281225,2.50893075,1.13398,2.551455
8,I,0.7875,0.6,0.175,3.8838815,1.54504775,0.89300925,1.13398
7,I,1.1875,0.9375,0.2875,14.75591475,6.6054335,3.3735905,4.12485225
11,I,0.925,0.7,0.225,6.6054335,2.56562975,1.54504775,1.984465
10,I,1,0.775,0.25,8.15048125,3.24601775,1.80019325,2.6932025
7,I,1.125,0.8375,0.2875,11.15552825,5.5281525,2.0128145,3.118445
6,I,0.65,0.5,0.175,2.608154,1.0489315,0.56699,0.850485
3,I,0.35,0.2625,0.0875,0.396893,0.15592225,0.07087375,0.113398
7,I,0.925,0.6875,0.25,6.50621025,2.50893075,1.31825175,1.984465
7,I,1.1125,0.85,0.3625,12.303683,5.51397775,2.56562975,3.685435
7,I,1.0625,0.7875,0.2,8.5898985,3.7137845,1.65844575,2.6932025
4,I,0.55,0.4,0.125,1.3891255,0.60951425,0.283495,0.4252425
8,I,1.175,0.8875,0.3,11.1413535,4.7343665,2.50893075,3.2601925
8,I,0.7875,0.6125,0.2125,4.06815325,1.5025235,1.34660125,1.417475
12,I,1.3875,0.9875,0.325,15.83319575,6.293589,3.52951275,4.819415
9,I,1.4,1.0625,0.3625,19.504456,8.77417025,3.69960975,6.13766675
5,I,0.4625,0.3375,0.1,0.7654365,0.29766975,0.15592225,0.2551455
9,I,1.425,1.0875,0.425,24.040376,11.3398,4.706017,7.087375
10,I,0.925,0.725,0.25,7.087375,2.90582375,1.43164975,2.4097075
10,I,1.5,1.1875,0.375,31.75144,16.0174675,6.98815175,7.654365
6,I,0.9625,0.7,0.3125,6.917278,2.891649,1.077281,2.4097075
13,I,1.5375,1.15,0.475,30.220567,12.28950825,6.406987,9.355335
9,I,1.375,1.0625,0.3375,20.70930975,9.42620875,4.37999775,6.0951425
5,I,0.675,0.4875,0.1625,3.01922175,1.34660125,0.63786375,0.80796075
7,I,0.9125,0.6875,0.225,6.64795775,3.061746,1.4458245,1.77184375
9,I,1.0875,0.8875,0.3125,11.55242125,4.35164825,2.097863,4.6776675
8,I,0.875,0.6375,0.225,5.06038575,2.42388225,0.86465975,1.48834875
8,I,1.1875,0.9,0.275,12.813974,5.4147545,2.8066005,3.685435
7,I,0.9125,0.6625,0.3375,6.27941425,2.9766975,1.3324265,1.71514475
5,I,0.65,0.5375,0.2,2.8066005,1.0489315,0.72291225,1.2757275
9,I,1.1875,0.8375,0.25,12.54465375,5.37223025,2.438057,3.8271825
9,I,1,0.6625,0.25,7.86698625,3.52951275,1.71514475,2.26796
5,I,0.7875,0.575,0.2,3.89805625,1.54504775,0.8788345,1.26155275
8,I,0.725,0.5125,0.175,2.76407625,1.020582,0.5386405,0.9922325
7,I,0.9,0.65,0.225,5.06038575,1.82854275,1.0489315,2.1262125
15,I,1.3,1.0375,0.4,16.8679525,5.96756975,4.025629,7.37087
11,I,1.4375,1.125,0.3375,23.37416275,9.56795625,5.99591925,6.7755305
8,I,1.2875,0.975,0.275,15.0535845,6.84640425,2.778251,4.57844425
13,I,1.2875,1.05,0.3375,20.1564945,9.5537815,4.082328,5.8116475
8,I,1.2375,1,0.3625,16.386011,7.21494775,3.69960975,4.66349275
6,I,1.0125,0.75,0.225,7.6260155,2.9199985,1.8994165,3.118445
8,I,1.1875,0.9375,0.275,14.004653,5.9817445,3.0900955,4.37999775
9,I,1.375,1.0625,0.375,18.1153305,7.6260155,3.81300775,6.1518415
6,I,0.95,0.7125,0.2125,6.7188315,3.2601925,1.14815475,1.984465
6,I,1,0.775,0.25,8.674947,3.685435,1.70097,2.664853
11,I,1.175,0.875,0.325,13.210867,5.23048275,2.8066005,4.1106775
9,I,1.05,0.8125,0.3125,11.09882925,4.46504625,2.90582375,3.2601925
14,I,1.125,0.8625,0.3375,12.5588285,5.59902625,2.48058125,3.33106625
6,I,0.9125,0.675,0.2125,5.31553125,2.2963095,1.190679,1.644271
7,I,1.2625,0.9625,0.3,17.02387475,6.7755305,4.025629,5.2446575
7,I,1.025,0.7625,0.25,7.49844275,2.83495,1.85689225,2.4097075
7,I,1.0625,0.775,0.225,8.5331995,3.92640575,1.8427175,2.26796
11,I,1.175,0.8625,0.2875,13.84873075,5.68407475,3.061746,4.706017
5,I,0.5125,0.375,0.1375,1.190679,0.72291225,0.4252425,0.340194
6,I,0.8125,0.6,0.1875,4.32329875,2.041164,1.82854275,1.2190285
8,I,1.375,1.0375,0.3625,22.15513425,10.5743635,4.53592,6.27941425
9,I,1.175,0.9,0.325,14.81261375,5.613201,3.01922175,4.6776675
5,I,0.7375,0.55,0.2125,3.64291075,1.65844575,0.7654365,1.03475675
10,I,1.4375,1.125,0.325,23.09066775,11.4248485,4.86193925,6.0384435
7,I,0.7875,0.575,0.225,3.64291075,1.2190285,1.13398,1.13398
6,I,1,0.7875,0.25,9.14271375,4.0539785,2.08368825,2.5798045
5,I,0.6625,0.5125,0.175,2.99087225,1.1056305,1.1623295,0.9922325
7,I,1.025,0.7875,0.2375,7.95203475,3.231843,0.97805775,3.118445
6,I,0.875,0.6625,0.2125,4.91863825,2.19708625,0.963883,1.587572
5,I,0.4375,0.3125,0.125,0.66621325,0.226796,0.09922325,0.226796
6,I,0.9125,0.675,0.1875,6.27941425,2.6932025,1.26155275,1.984465
4,I,0.625,0.4375,0.15,1.80019325,0.77961125,0.226796,0.56699
17,I,1.5875,1.2625,0.475,37.74735925,16.45688475,7.144074,12.3320325
6,I,1.1625,0.8625,0.2625,11.38232425,6.860579,0.97805775,3.0900955
11,I,1.3,1.0125,0.35,16.37183625,5.6699,4.1106775,5.0745605
10,I,1.0375,0.8125,0.25,9.11436425,4.35164825,1.68679525,2.9766975
7,I,1.05,0.8,0.275,10.27669375,4.932813,1.80019325,2.9766975
6,I,0.775,0.5625,0.1875,4.3941725,1.8427175,1.0489315,1.03475675
8,I,1.2375,0.9375,0.3,17.406593,8.09378225,3.86970675,4.5642695
5,I,0.8375,0.6375,0.2,4.762716,2.2396105,1.00640725,1.417475
13,I,1.375,1.125,0.325,22.792998,9.56795625,3.98310475,6.520385
6,I,1,0.7375,0.2375,7.144074,3.13261975,1.63009625,1.871067
4,I,0.6375,0.4875,0.1375,2.05533875,0.80796075,0.4819415,0.5953395
12,I,1.175,0.925,0.3,13.33843975,5.23048275,2.99087225,4.3941725
7,I,0.9125,0.7,0.225,5.556502,2.45223175,1.020582,1.71514475
8,I,1.1625,0.8875,0.3,14.10387625,6.73300625,2.8066005,3.96893
7,I,0.85,0.625,0.1875,5.00368675,2.22543575,1.14815475,1.417475
6,I,0.8375,0.625,0.2,4.7343665,1.91359125,0.92135875,1.63009625
8,I,1.3625,1.075,0.325,21.53144525,10.149121,4.3374735,5.82582225
5,I,0.7,0.525,0.2125,3.04757125,1.17650425,0.680388,0.963883
6,I,0.4625,0.9375,0.3,13.16834275,5.556502,2.96252275,4.252425
11,I,1.375,1.1125,0.3125,19.050864,8.164656,3.86970675,5.953395
8,I,1.225,0.925,0.275,15.252031,7.6827145,2.93417325,3.9405805
5,I,0.675,0.4875,0.15,2.0695135,0.80796075,0.66621325,0.850485
6,I,1.05,0.7875,0.2875,10.0640725,5.37223025,1.8427175,2.4664065
7,I,0.975,0.75,0.2375,9.25611175,4.72019175,1.63009625,2.5231055
9,I,1.525,1.1625,0.375,27.22969475,12.74310025,4.89028875,8.107957
4,I,0.5,0.375,0.1,1.304077,0.5953395,0.1984465,0.18427175
16,I,1.125,0.875,0.35,13.437663,5.953395,3.0900955,3.61456125
10,I,1.5125,1.2,0.3875,28.33532525,12.0485375,5.62737575,8.50485
4,I,0.425,0.2625,0.0875,0.963883,0.340194,0.24097075,0.1417475
11,I,1.1,0.775,0.2875,10.27669375,3.798833,2.324659,3.40194
8,I,1.1875,0.9125,0.35,12.88484775,4.8477645,3.345241,4.479221
3,I,0.4125,0.3,0.125,0.5953395,0.21262125,0.12757275,0.396893
8,I,1.125,0.8875,0.2625,12.60135275,5.5848515,2.6365035,3.78465825
11,I,1.2125,0.9,0.3,14.61416725,6.98815175,2.90582375,4.1673765
8,I,1.0875,0.9375,0.275,11.77921725,4.819415,2.154562,4.1106775
9,I,0.9,0.7,0.2625,5.6415505,1.97029025,1.2757275,2.26796
7,I,1.0625,0.8125,0.275,9.45455825,4.9044635,1.2757275,2.83495
12,I,1.2125,0.8875,0.325,16.4710595,6.9456275,3.742134,4.762716
7,I,0.975,0.775,0.2125,9.752228,5.1312595,1.97029025,2.2396105
9,I,1.1,0.8,0.2625,10.98543125,4.97533725,2.097863,3.40194
7,I,1.0875,0.8375,0.25,9.34116025,3.6570855,1.984465,3.118445
6,I,0.95,0.6875,0.275,7.257472,3.118445,1.51669825,2.14038725
9,I,1.325,1.0125,0.325,18.75319425,8.34892775,3.95475525,5.386405
7,I,0.925,0.7,0.2375,7.52679225,3.458639,1.474174,2.26796
6,I,0.5875,0.425,0.1625,1.77184375,0.6520385,0.396893,0.623689
9,I,1.4125,1.1625,0.375,33.49493425,16.4710595,6.27941425,8.77417025
9,I,1.55,1.175,0.35,24.28134675,10.19164525,4.53592,8.3631025
5,I,0.675,0.475,0.15,2.8066005,1.26155275,0.4819415,0.850485
4,I,0.6,0.45,0.1375,1.57339725,0.66621325,0.3685435,0.510291
8,I,1.1375,0.925,0.275,14.571643,6.76135575,3.50116325,3.572037
4,I,0.5625,0.425,0.175,1.60174675,0.680388,0.3685435,0.453592
7,I,0.775,0.5875,0.1875,4.29494925,1.587572,0.89300925,1.417475
10,I,1.3,1.0625,0.425,19.29183475,7.93786,4.932813,5.5281525
8,I,1.125,0.9125,0.3125,13.097469,6.05261825,2.79242575,3.72795925
8,I,1.15,0.8625,0.2625,11.7650425,5.3013565,2.4664065,3.118445
11,I,1.35,1,0.3625,21.4605715,8.9300925,5.1312595,6.0951425
8,I,1.125,0.85,0.2625,12.43125575,5.953395,2.62232875,3.40194
7,I,1.2875,1,0.3125,15.94659375,7.087375,3.52951275,4.819415
7,I,0.9375,0.675,0.2125,6.180191,2.67902775,1.1056305,1.984465
11,I,1.5625,1.2125,0.4,32.601925,14.89766225,7.2858215,9.39785925
8,I,1.15,0.85,0.225,10.886208,5.08873525,1.927766,3.118445
9,I,1.4375,1.1375,0.4,28.05183025,14.0330025,5.5281525,6.973977
5,I,0.9625,0.7,0.225,6.463686,2.90582375,1.190679,1.85689225
8,I,1.3,1,0.35,17.633389,7.881161,4.12485225,4.7910655
9,I,1.6625,1.25,0.425,36.78347625,17.10892325,8.2497045,10.19164525
4,I,0.5625,0.425,0.125,1.45999925,0.5386405,0.340194,0.4819415
10,I,1.0375,0.775,0.275,8.40562675,3.4869885,1.6159215,2.82077525
7,I,1.1875,0.875,0.3,13.90542975,5.76912325,3.685435,3.8271825
5,I,0.6625,0.525,0.15,2.73572675,1.20485375,0.623689,0.850485
10,I,1.4125,1.15,0.3875,24.70658925,10.64523725,6.0951425,7.087375
14,I,1.4125,1.0875,0.3875,22.169309,7.69688925,4.762716,8.0796075
8,I,1.3625,1.0875,0.3375,21.87163925,10.546014,4.195726,6.4353365
8,I,0.675,0.4875,0.175,2.891649,1.2757275,0.38271825,0.963883
6,I,0.85,0.6375,0.1875,5.10291,2.11203775,1.13398,1.48834875
6,I,0.7125,0.5375,0.15,2.65067825,0.8788345,0.6520385,0.850485
8,I,1.2,0.8875,0.275,12.74310025,5.6982495,2.5231055,3.96893
10,I,1.4375,1.125,0.3375,24.70658925,12.757275,4.592619,6.3786375
8,I,1.3625,0.9375,0.3,15.3937785,6.73300625,3.27436725,4.89028875
10,I,1.475,1.125,0.3625,28.973189,12.133586,7.597666,7.5126175
12,I,1.3375,1.025,0.3875,17.90270925,7.78193775,4.01145425,5.14543425
8,I,0.7375,0.5375,0.1875,3.288542,1.0489315,0.83631025,1.13398
7,I,0.95,0.7,0.2375,8.17883075,4.6776675,1.23320325,1.8994165
11,I,1.175,0.875,0.3375,16.0741665,6.56290925,4.15320175,4.32329875
7,I,1,0.7625,0.25,9.68135425,4.989512,1.77184375,2.45223175
6,I,0.95,0.6875,0.2375,6.87475375,3.005047,1.37495075,5.953395
6,I,0.85,0.65,0.2125,5.34388075,2.31048425,0.94970825,1.70097
10,I,1.2875,1.05,0.375,19.06503875,7.24329725,3.78465825,6.6621325
13,I,1.275,1,0.375,21.1203775,8.12213175,4.74854125,6.6621325
8,I,1.2875,0.9875,0.3125,18.80989325,9.07184,3.96893,4.819415
10,I,1.375,1.0625,0.3625,25.231055,12.26115875,4.8477645,6.690482
9,I,1.3125,1,0.3625,17.27902025,7.030676,4.5075705,4.9611625
7,I,1.1,0.8875,0.3,14.0330025,6.5487345,3.118445,3.5436875
7,I,1.15,0.9125,0.2875,14.4865945,6.70465675,3.345241,3.4869885
8,I,1.1125,0.825,0.275,10.149121,4.32329875,1.8994165,3.35941575
14,I,1.1,0.8625,0.3,13.8062065,5.57067675,3.061746,4.53592
4,I,0.575,0.4125,0.15,1.45999925,0.5386405,0.41106775,1.020582
9,I,1.1,0.85,0.3,12.417081,5.99591925,2.3530085,3.40194
8,I,1.25,1,0.3,17.463292,7.3992195,4.0539785,5.48562825
9,I,1.2375,0.9375,0.3,16.6978555,8.71747125,3.44446425,3.98310475
7,I,0.85,0.6625,0.175,5.2446575,1.77184375,1.11980525,1.984465
2,I,0.375,0.25,0.0625,0.4252425,0.12757275,0.113398,0.1417475
13,I,1.4375,1.1375,0.45,24.16794875,8.54737425,5.17378375,8.50485
6,I,1,0.7875,0.225,9.355335,4.2807745,1.927766,2.26796
9,I,1.0875,0.8,0.2,9.42620875,4.20990075,1.80019325,2.9766975
8,I,1.2375,0.925,0.3125,13.36678925,5.88252125,2.5798045,4.252425
10,I,1.6,1.225,0.3375,31.18445,13.834556,7.10154975,8.29222875
8,I,1.175,0.8875,0.45,13.60776,5.82582225,2.9766975,4.26659975
7,I,1.25,0.925,0.2875,16.28678775,8.674947,3.175144,3.9972795
6,I,1.0125,0.7125,0.225,7.49844275,3.58621175,1.43164975,2.1262125
8,I,1.2875,0.9625,0.3125,17.33571925,9.00096625,3.58621175,4.252425
10,I,1.3125,1,0.35,19.71707725,6.81805475,4.53592,7.1724235
8,I,1.4,1.075,0.325,20.638436,9.51125725,4.06815325,6.16601625
9,I,1.275,1,0.3625,16.37183625,6.5487345,4.0539785,5.0178615
8,I,1.3125,1,0.325,18.29960225,9.2135875,3.52951275,4.819415
10,I,0.9875,0.7375,0.25,7.69688925,3.798833,0.92135875,2.4097075
8,I,1.2375,0.8875,0.3,14.07552675,6.066793,2.96252275,4.23825025
8,I,1.2,0.9125,0.25,13.0691195,6.25106475,2.36718325,3.8271825
8,I,1.325,1,0.3125,17.4916415,7.9095105,3.6003865,5.386405
6,I,1.075,0.8375,0.2625,10.716111,5.329706,2.22543575,2.551455
6,I,1,0.75,0.275,8.46232575,3.89805625,2.0128145,2.1262125
9,I,0.8375,0.6375,0.2125,5.06038575,2.0128145,1.14815475,1.5592225
11,I,1.4125,1.075,0.375,23.2891143,9.412034,4.77689075,8.221355
6,I,0.875,0.675,0.1875,6.0951425,2.83495,1.020582,1.8427175
6,I,0.925,0.725,0.2,7.21494775,3.061746,1.60174675,1.984465
6,I,0.9,0.6625,0.2125,5.37223025,2.05533875,1.45999925,1.5592225
8,I,1.0875,0.8125,0.3,11.32562525,5.14543425,1.7293195,3.18931875
9,I,1.25,0.9875,0.35,17.61921425,8.29222875,3.41611475,5.5281525
8,I,0.9375,0.7125,0.25,6.7755305,2.9766975,1.57339725,1.984465
8,I,0.9625,0.725,0.2125,7.10154975,3.175144,1.7293195,2.26796
6,I,0.825,0.6375,0.2375,4.876114,1.871067,0.72291225,1.70097
9,I,1.475,1.125,0.3125,24.38057,12.3887315,4.29494925,6.9456275
8,I,1.4875,1.15,0.375,23.62930825,10.6877615,5.45727875,6.6621325
7,I,1.2,0.9,0.3125,15.365429,7.92368525,2.90582375,4.1673765
6,I,1.05,0.8,0.275,8.7599955,3.2601925,1.82854275,2.67902775
5,I,0.9375,0.6625,0.2375,5.556502,2.4097075,1.190679,1.65844575
8,I,1.2875,0.9875,0.3125,15.762322,7.64019025,2.721552,4.819415
5,I,0.7125,0.525,0.1375,2.8632995,1.17650425,0.4819415,0.94970825
8,I,0.9375,0.725,0.35,8.50485,3.96893,1.77184375,2.33883375
6,I,0.9,0.7,0.2,4.97533725,2.2963095,1.43164975,1.984465
10,I,1.425,1.125,0.3625,21.2904745,8.00873375,6.22271525,6.27941425
8,I,1.4875,1.075,0.4125,27.91008275,12.82814875,5.8683465,7.72523875
6,I,0.8375,0.625,0.2,4.80524025,1.97029025,1.247378,1.40330025
9,I,1.35,1.0625,0.35,21.035329,9.07184,3.95475525,7.087375
6,I,0.8875,0.675,0.1875,5.03203625,2.2396105,0.89300925,1.530873
10,I,1.4625,1.15,0.3625,23.99785175,9.6104805,4.7343665,8.3631025
8,I,1.075,0.7875,0.2375,10.716111,4.9611625,2.26796,2.96252275
11,I,1.4125,1.1,0.4375,24.76328825,11.736693,5.953395,5.953395
12,I,1.375,1.05,0.3375,23.133192,11.32562525,4.20990075,6.520385
8,I,1.5375,1.1875,0.325,23.88445375,10.0073735,5.42892925,7.1157245
16,I,1.5875,1.25,0.45,37.3929905,15.54970075,8.278054,13.891255
5,I,0.5375,0.375,0.075,1.09145575,0.32601925,0.1417475,0.283495
7,I,1.1,0.825,0.275,10.50348975,4.37999775,2.381358,3.40194
6,I,0.825,0.6625,0.2125,5.556502,2.19708625,0.86465975,1.26155275
7,I,1.0875,0.8125,0.3,9.808927,4.5075705,2.381358,2.6932025
7,I,1.3,0.975,0.325,15.71979775,6.67630725,3.10427025,5.37223025
8,I,1.2625,1.0125,0.325,17.05222425,8.54737425,3.118445,5.10291
7,I,0.8625,0.6625,0.25,6.95980225,3.1467945,1.51669825,1.8427175
10,I,1.175,0.9375,0.2625,12.5021295,4.7343665,2.45223175,4.1106775
9,I,1.1,0.9125,0.2875,14.2030995,6.90310325,2.381358,4.15320175
6,I,0.9,0.6625,0.1875,5.06038575,2.22543575,0.9922325,1.530873
8,I,1.4375,1.075,0.325,21.04950375,8.20718025,5.68407475,6.23689
7,I,1.025,0.7625,0.225,10.02154825,4.4508715,2.11203775,2.83495
6,I,1.45,1.0875,0.375,25.27357925,10.2908685,5.45727875,7.12989925
7,I,0.9,0.6625,0.225,5.82582225,2.721552,1.0489315,1.65844575
4,I,0.6125,0.4875,0.15,2.6932025,1.26155275,0.69456275,0.737087
12,I,1.25,0.95,0.3875,18.92329125,7.78193775,4.422522,5.10291
8,I,1.0625,0.8125,0.275,11.4815475,4.80524025,2.608154,3.01922175
9,I,1.2875,0.975,0.3,16.0174675,6.6621325,3.8271825,5.0745605
8,I,1.1125,0.8,0.3,10.716111,4.309124,2.33883375,3.40194
16,I,1.4,1.1125,0.3875,24.76328825,8.51902475,5.9250455,7.7961125
7,I,1.1125,0.875,0.325,11.89261525,4.80524025,2.67902775,3.38776525
6,I,0.6875,0.4875,0.1625,3.005047,1.530873,0.56699,0.793786
5,I,0.625,0.4625,0.1625,2.0128145,0.7654365,0.52446575,0.63786375
11,I,1.1625,0.85,0.275,9.808927,4.03980375,2.0695135,3.2034935
4,I,0.625,0.45,0.1625,2.28213475,0.97805775,0.52446575,0.60951425
9,I,1.175,0.8625,0.3,10.44679075,4.32329875,1.74349425,3.5436875
5,I,0.6375,0.4625,0.15,2.494756,1.03475675,0.5953395,0.6520385
7,I,0.975,0.725,0.25,6.30776375,2.6932025,1.31825175,2.0695135
8,I,1.125,0.85,0.3125,11.46737275,4.8477645,1.984465,3.81300775
8,I,1.5,1.2,0.425,26.01066625,10.77281,6.30776375,8.221355
7,I,0.825,0.65,0.2,5.386405,2.16873675,1.09145575,1.8427175
7,I,0.9375,0.7125,0.225,7.2858215,2.96252275,1.757669,2.1262125
10,I,0.7625,0.5375,0.1625,3.04757125,1.247378,0.58116475,1.077281
10,I,1.55,1.125,0.3375,26.194938,10.149121,6.42116175,8.40562675
9,I,1.25,0.9375,0.3625,16.42853525,6.7755305,3.89805625,5.2446575
5,I,0.775,0.5625,0.175,2.99087225,12.3320325,0.4252425,1.13398
4,I,0.525,0.375,0.1375,1.28990225,0.56699,0.18427175,0.3685435
7,I,1.1,0.8125,0.225,9.922325,4.195726,1.8994165,2.9766975
7,I,0.825,0.625,0.2625,4.86193925,1.85689225,0.9922325,1.70097
7,I,1.0375,0.8,0.2875,8.63242275,3.44446425,2.08368825,2.664853
8,I,1.325,0.9875,0.2875,13.4660125,5.74077375,2.8632995,4.195726
6,I,0.6875,0.4875,0.225,3.18931875,1.54504775,0.83631025,1.00640725
8,I,1.3375,0.9625,0.45,30.71668325,14.04717725,6.50621025,8.618248
7,I,0.975,0.7375,0.25,7.9095105,3.27436725,1.6726205,2.26796
9,I,1.1625,0.925,0.2875,11.55242125,4.29494925,2.65067825,4.12485225
5,I,0.575,0.45,0.125,1.814368,0.60951425,0.38271825,0.56699
8,I,1.175,0.925,0.275,15.74814725,7.087375,3.2601925,4.6209685
9,I,0.9,0.6875,0.2125,5.59902625,2.11203775,1.17650425,1.984465
4,I,0.4,0.275,0.0625,0.55281525,0.21262125,0.1417475,0.170097
7,I,0.8875,0.6375,0.2,5.3013565,2.211261,1.43164975,1.644271
9,I,1.1625,0.925,0.3,12.37455675,5.329706,2.31048425,4.1673765
10,I,1.025,0.75,0.2875,7.35669525,2.7499015,1.45999925,2.26796
6,I,0.5875,0.4375,0.1625,1.74349425,0.58116475,0.56699,0.5386405
6,I,0.75,0.55,0.2,3.55786225,1.5592225,0.75126175,1.1056305
7,I,0.6625,0.5,0.1625,2.76407625,1.13398,0.58116475,0.793786
13,I,1.525,1.2,0.4125,31.0994015,11.94931425,7.484268,9.4970825
11,I,1.55,1.1875,0.4,25.7129965,10.5176645,4.7343665,8.71747125
5,I,0.7875,0.575,0.175,3.24601775,1.304077,0.66621325,1.09145575
5,I,0.7,0.5375,0.2,3.742134,2.041164,0.623689,0.9355335
4,I,0.7875,0.5875,0.1875,3.64291075,1.4458245,0.793786,1.14815475
9,I,1.2,0.925,0.3125,15.40795325,6.917278,2.8632995,4.6776675
8,I,1.075,0.7875,0.2875,10.886208,5.34388075,2.02698925,3.118445
9,I,1.475,1.1625,0.4875,30.85843075,10.44679075,5.3013565,10.6310625
11,I,1.525,1.0625,0.3875,29.72445075,14.3731965,5.54232725,7.767763
6,I,0.8625,0.6875,0.2375,5.65572525,2.14038725,1.51669825,1.984465
5,I,0.55,0.4125,0.1375,1.54504775,0.60951425,0.340194,0.56699
7,I,0.9125,0.6875,0.2125,6.3219385,2.778251,1.06310625,2.1262125
8,I,1.15,0.925,0.275,11.24057675,4.20990075,2.42388225,4.12485225
6,I,0.875,0.625,0.175,4.55009475,2.02698925,0.94970825,1.304077
10,I,1.1875,0.9125,0.2875,14.1464005,6.577084,2.50893075,4.422522
4,I,0.3875,0.2625,0.125,0.49611625,0.1417475,0.09922325,0.1417475
8,I,1.25,0.95,0.3375,14.98271075,6.406987,3.4869885,5.9250455
11,I,1.45,1.175,0.375,25.7129965,12.587178,5.25883225,6.93145275
13,I,1.5375,1.225,0.3875,28.02348075,11.75086775,5.5281525,9.7805775
9,I,1.1875,0.9125,0.2875,13.891255,6.3219385,3.50116325,3.78465825
6,I,1.175,0.95,0.3125,13.73533275,5.9817445,3.04757125,4.025629
6,I,0.9375,0.6125,0.25,11.169703,4.706017,2.5798045,3.18931875
8,I,1.2125,0.9125,0.3125,12.076887,4.6209685,2.73572675,4.2807745
10,I,1.3125,1.0125,0.3125,18.6256215,8.46232575,4.26659975,4.762716
7,I,1.0375,0.8125,0.25,8.8733935,3.9405805,1.77184375,2.73572675
9,I,1.325,1,0.3625,15.7339725,5.48562825,3.69960975,5.5281525
7,I,0.925,0.6875,0.225,5.85417175,2.721552,1.11980525,1.644271
6,I,0.925,0.675,0.2375,6.577084,3.75630875,1.1623295,1.74349425
3,I,0.6,0.4375,0.1625,1.88524175,0.8788345,0.38271825,0.4819415
6,I,0.9125,0.675,0.2625,6.10931725,2.59397925,1.34660125,1.7860185
9,I,0.475,0.3625,0.1,1.077281,0.46776675,0.18427175,0.4252425
8,I,1.35,1.025,0.3375,19.91552375,8.788345,5.0178615,5.6699
8,I,1.0375,0.775,0.2375,8.8166945,3.18931875,1.77184375,3.2601925
8,I,1.025,0.75,0.225,7.93786,3.9972795,1.63009625,2.1262125
7,I,1.0375,0.825,0.25,11.07047975,5.45727875,2.14038725,2.90582375
7,I,1.15,0.875,0.275,11.3398,4.989512,2.3530085,3.41611475
7,I,1.0375,0.8,0.275,10.58853825,4.9611625,2.14038725,3.0900955
17,I,1.3375,1.05,0.3625,26.251637,11.283101,5.57067675,7.087375
8,I,1,0.7875,0.225,9.19941275,4.2807745,2.0695135,2.494756
7,I,1.3375,1,0.325,18.6256215,8.03708325,4.592619,4.9611625
4,I,0.6375,0.4625,0.1625,2.097863,0.86465975,0.46776675,0.56699
5,I,0.725,0.525,0.175,3.16096925,1.360776,0.58116475,0.850485
7,I,1.2375,0.825,0.25,12.47378,5.0178615,2.6932025,4.252425
8,I,1.1,0.85,0.2625,9.752228,3.4869885,2.2963095,3.5436875
9,I,1.3,0.9875,0.3375,17.9452335,8.46232575,3.67126025,4.9611625
8,I,1.275,1.0125,0.325,16.9813505,8.68912175,3.27436725,4.20990075
13,I,1.4375,1.1875,0.425,27.4139665,10.70193625,8.051258,7.7961125
4,I,0.75,0.5875,0.2,3.7137845,1.417475,0.75126175,1.2190285
5,I,0.5375,0.4125,0.1375,1.6726205,0.75126175,0.35436875,0.52446575
8,I,0.975,0.7,0.225,6.0951425,2.39553275,0.963883,2.2396105
8,I,1.2375,0.9375,0.2875,16.31513725,8.788345,3.24601775,3.95475525
6,I,0.9625,0.7125,0.225,7.030676,2.65067825,1.871067,1.984465
13,I,1.3,1,0.3625,18.71067,7.5693165,2.99087225,6.23689
8,I,1.2125,0.9375,0.275,13.154168,5.71242425,2.551455,4.2240755
12,I,1.425,1.1125,0.3625,20.99280475,8.674947,4.876114,5.17378375
8,I,1.3875,1.075,0.3125,19.85882475,9.62465525,3.84135725,5.93922025
8,I,1.05,0.775,0.25,8.12213175,3.2601925,2.08368825,2.4097075
6,I,1.125,0.825,0.25,11.6516445,5.51397775,2.83495,2.778251
11,I,1.1375,0.8875,0.3125,15.09610875,6.3786375,3.572037,4.15320175
5,I,0.5875,0.4375,0.2,1.82854275,0.60951425,0.49611625,0.60951425
12,I,1.5125,1.2375,0.3625,29.880373,10.4609655,6.39281225,10.20582
5,I,0.8625,0.6375,0.2125,5.68407475,2.9766975,1.0489315,1.417475
7,I,0.975,0.7375,0.2375,5.7549485,2.48058125,1.2757275,2.1262125
4,I,0.35,0.2625,0.0875,0.41106775,0.1417475,0.09922325,0.1417475
6,I,0.6875,0.5125,0.1875,3.13261975,1.2757275,0.80796075,0.9922325
6,I,0.825,0.6125,0.1625,4.09650275,1.644271,0.907184,1.43164975
6,I,1.2125,0.95,0.3,13.39513875,5.88252125,3.04757125,4.1673765
6,I,0.775,0.5625,0.125,4.09650275,1.91359125,1.09145575,1.2757275
10,I,1.4,1.1,0.35,23.3883375,11.396499,3.9405805,6.9456275
11,I,1.575,1.1625,0.375,29.24250925,12.09106175,6.80388,9.2135875
8,I,1.0625,0.8,0.2125,7.427569,3.50116325,1.8994165,2.05533875
